0,269,3,"{""text"":""codysmile11""}";"{""text"":""was here ""}";"{""text"":""Hi XinXiaoXiin""}";"{""text"":""""}",black,false
-253,4,13,"{""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-256,208,0,"{""text"":""2b2t.fi""}";"{""text"":""X: -256""}";"{""text"":""Y: 208""}";"{""text"":""Z: 0""}",black,false
-172,65,1,"{""text"":""w""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-173,65,2,"{""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-165,67,9,"{""text"":""Buy rusherhack""}";"{""text"":""with code""}";"{""text"":""\""Sword\"" at""}";"{""text"":""rusherhack.org""}",black,false
-165,67,10,"{""text"":""Buy rusherhack""}";"{""text"":""with code""}";"{""text"":""\""Sword\"" at""}";"{""text"":""rusherhack.org""}",black,false
-166,67,2,"{""text"":""Buy rusherhack""}";"{""text"":""with code""}";"{""text"":""\""Sword\"" at""}";"{""text"":""rusherhack.org""}",black,false
-168,63,4,"{""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-162,67,1,"{""text"":""2b2t.fi""}";"{""text"":""X: -146""}";"{""text"":""Y: 67""}";"{""text"":""Z: 1""}",black,false
-162,67,0,"{""text"":""2b2t.fi""}";"{""text"":""X: -146""}";"{""text"":""Y: 67""}";"{""text"":""Z: 0""}",black,false
-137,128,2,"{""text"":"" ""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-152,129,1,"{""text"":""w""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-118,148,2,"{""extra"":[{""text"":""цццццццц""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-119,67,0,"{""text"":""2b2t.fi""}";"{""text"":""X: -103""}";"{""text"":""Y: 67""}";"{""text"":""Z: 0""}",black,false
-59,64,1,"{""text"":""2b2t.fi""}";"{""text"":""X: -59""}";"{""text"":""Y: 64""}";"{""text"":""Z: 1""}",black,false
-64,10,12,"{""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-44,67,0,"{""text"":""2b2t.fi""}";"{""text"":""X: -44""}";"{""text"":""Y: 67""}";"{""text"":""Z: 0""}",black,false
-43,67,0,"{""text"":""2b2t.fi""}";"{""text"":""X: -43""}";"{""text"":""Y: 67""}";"{""text"":""Z: 0""}",black,false
-42,67,0,"{""text"":""2b2t.fi""}";"{""text"":""X: -42""}";"{""text"":""Y: 67""}";"{""text"":""Z: 0""}",black,false
-55,64,1,"{""text"":""2b2t.fi""}";"{""text"":""X: -39""}";"{""text"":""Y: 64""}";"{""text"":""Z: 1""}",black,false
-49,66,1,"{""text"":""2b2t.fi""}";"{""text"":""X: -33""}";"{""text"":""Y: 66""}";"{""text"":""Z: 1""}",black,false
-49,65,1,"{""text"":""2b2t.fi""}";"{""text"":""X: -33""}";"{""text"":""Y: 65""}";"{""text"":""Z: 1""}",black,false
-46,67,0,"{""text"":""2b2t.fi""}";"{""text"":""X: -46""}";"{""text"":""Y: 67""}";"{""text"":""Z: 0""}",black,false
-25,40,2,"{""extra"":[{""text"":""codysmile11""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-25,40,3,"{""extra"":[{""text"":""codysmile11""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-25,40,6,"{""extra"":[{""text"":""codysmile11""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-25,40,7,"{""extra"":[{""text"":""codysmile11""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-25,40,8,"{""extra"":[{""text"":""codysmile11""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-25,40,9,"{""extra"":[{""text"":""codysmile11""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-25,40,10,"{""extra"":[{""text"":""codysmile11""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-25,40,12,"{""extra"":[{""text"":""codysmile11""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-25,40,15,"{""extra"":[{""text"":""codysmile11""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-40,40,2,"{""extra"":[{""text"":""codysmile11""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-40,40,3,"{""extra"":[{""text"":""codysmile11""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-26,268,14,"{""text"":""2lay was here""}";"{""text"":""""}";"{""text"":""goodnight""}";"{""text"":""27 sept 2023""}",black,false
-40,40,7,"{""extra"":[{""text"":""codysmile11""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-40,40,8,"{""extra"":[{""text"":""codysmile11""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-25,40,0,"{""extra"":[{""text"":""codysmile11""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-40,40,15,"{""extra"":[{""text"":""codysmile11""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-17,269,3,"{""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-19,269,2,"{""text"":""XinXiaoXiin ""}";"{""text"":""was here""}";"{""text"":""""}";"{""text"":""""}",black,false
-18,270,2,"{""text"":""XinXiaoXiin""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-17,270,3,"{""text"":""XinXiaoXiin""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-382,66,19,"{""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-382,66,20,"{""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-381,65,22,"{""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-381,65,23,"{""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-381,64,25,"{""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-381,63,29,"{""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-382,64,27,"{""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-382,63,29,"{""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-381,64,29,"{""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-382,64,29,"{""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-167,67,27,"{""text"":""2b2t.fi""}";"{""text"":""X: -151""}";"{""text"":""Y: 67""}";"{""text"":""Z: 27""}",black,false
-128,256,29,"{""text"":""2lay was here""}";"{""text"":""""}";"{""text"":""goodnight""}";"{""text"":""27 sept 2023""}",black,false
-117,117,22,"{""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-116,16,22,"{""extra"":[{""text"":""water!""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-113,262,21,"{""text"":""codysmile11 ☑""}";"{""text"":""was here""}";"{""text"":""""}";"{""text"":""30 Aug 2023""}",black,false
-113,263,23,"{""text"":""codysmile11 ☑""}";"{""text"":""was here""}";"{""text"":""""}";"{""text"":""30 Aug 2023""}",black,false
-96,264,25,"{""text"":""codysmile11 ☑""}";"{""text"":""was here""}";"{""text"":""""}";"{""text"":""30 Aug 2023""}",black,false
-96,264,27,"{""text"":""codysmile11 ☑""}";"{""text"":""was here""}";"{""text"":""""}";"{""text"":""30 Aug 2023""}",black,false
-95,262,19,"{""text"":""codysmile11 ☑""}";"{""text"":""was here""}";"{""text"":""""}";"{""text"":""30 Aug 2023""}",black,false
-49,65,28,"{""text"":""Asqxct""}";"{""text"":""Was""}";"{""text"":""Here""}";"{""text"":""20th of Sep 2023""}",black,false
-40,40,19,"{""extra"":[{""text"":""codysmile11""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-40,40,20,"{""extra"":[{""text"":""codysmile11""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-40,40,28,"{""extra"":[{""text"":""codysmile11""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-40,40,29,"{""extra"":[{""text"":""codysmile11""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-40,40,30,"{""extra"":[{""text"":""codysmile11""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-40,40,31,"{""extra"":[{""text"":""codysmile11""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-25,40,17,"{""extra"":[{""text"":""codysmile11""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-25,40,18,"{""extra"":[{""text"":""codysmile11""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-25,40,19,"{""extra"":[{""text"":""codysmile11""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-25,40,20,"{""extra"":[{""text"":""codysmile11""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-28,42,21,"{""extra"":[{""text"":""codysmile11""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-38,64,24,"{""text"":""Asqxct""}";"{""text"":""Was""}";"{""text"":""Here""}";"{""text"":""20th of Sep 2023""}",black,false
-11,64,18,"{""extra"":[{""text"":""You Lose""}],""text"":""""}";"{""extra"":[{""text"":""The Game""}],""text"":""""}";"{""text"":""""}";"{""extra"":[{""text"":""F""}],""text"":""""}",black,false
-18,64,29,"{""text"":""в""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-381,64,38,"{""extra"":[{""text"":""                 s""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-256,9,42,"{""extra"":[{""text"":""NIGGERS""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-197,11,32,"{""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""extra"":[{""text"":""12-01-2021""}],""text"":""""}",black,false
-117,7,35,"{""text"":""@sstevenn123_""}";"{""text"":""on insta""}";"{""text"":""""}";"{""text"":""""}",black,false
-116,143,44,"{""extra"":[{""text"":""w ""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-91,315,32,"{""text"":""codysmile11""}";"{""text"":""was here :)""}";"{""text"":""""}";"{""text"":""16 Oct 2023""}",black,false
-92,315,34,"{""text"":""codysmile11""}";"{""text"":""was here :)""}";"{""text"":""""}";"{""text"":""16 Oct 2023""}",black,false
-81,292,45,"{""text"":""codysmile11""}";"{""text"":""was here :)""}";"{""text"":""""}";"{""text"":""16 Oct 2023""}",black,false
-81,293,45,"{""text"":""codysmile11""}";"{""text"":""was here :)""}";"{""text"":""""}";"{""text"":""16 Oct 2023""}",black,false
-64,291,46,"{""text"":""codysmile11""}";"{""text"":""was here :)""}";"{""text"":""""}";"{""text"":""16 Oct 2023""}",black,false
-64,292,46,"{""text"":""codysmile11""}";"{""text"":""was here :)""}";"{""text"":""""}";"{""text"":""16 Oct 2023""}",black,false
-25,40,32,"{""extra"":[{""text"":""codysmile11""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-25,40,33,"{""extra"":[{""text"":""codysmile11""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-25,40,34,"{""extra"":[{""text"":""codysmile11""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-25,40,35,"{""extra"":[{""text"":""codysmile11""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-25,40,36,"{""extra"":[{""text"":""codysmile11""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-25,40,38,"{""extra"":[{""text"":""codysmile11""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-25,40,39,"{""extra"":[{""text"":""codysmile11""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-25,40,40,"{""extra"":[{""text"":""codysmile11""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-25,40,41,"{""extra"":[{""text"":""codysmile11""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-27,40,41,"{""extra"":[{""text"":""codysmile11""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-25,43,44,"{""extra"":[{""text"":""im a pyramid ""}],""text"":""""}";"{""extra"":[{""text"":""lover""}],""text"":""""}";"{""extra"":[{""text"":""this is the best ""}],""text"":""""}";"{""extra"":[{""text"":""pyramid""}],""text"":""""}",black,false
-28,20,45,"{""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-28,42,33,"{""extra"":[{""text"":""codysmile11""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-26,40,41,"{""extra"":[{""text"":""codysmile11""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-28,40,41,"{""extra"":[{""text"":""codysmile11""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-30,40,41,"{""extra"":[{""text"":""codysmile11""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-40,40,32,"{""extra"":[{""text"":""codysmile11""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-40,40,33,"{""extra"":[{""text"":""codysmile11""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-40,40,34,"{""extra"":[{""text"":""codysmile11""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-40,40,35,"{""extra"":[{""text"":""codysmile11""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-40,40,36,"{""extra"":[{""text"":""codysmile11""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-40,40,38,"{""extra"":[{""text"":""codysmile11""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-40,40,39,"{""extra"":[{""text"":""codysmile11""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-40,43,44,"{""extra"":[{""text"":""PRISONERIDIOT!""}],""text"":""""}";"{""extra"":[{""text"":""WORSHIPS""}],""text"":""""}";"{""extra"":[{""text"":""AT THIS PYRAMID!""}],""text"":""""}";"{""text"":""""}",black,false
-504,248,62,"{""text"":"";)""}";"{""text"":""""}";"{""text"":""joppari19 was ""}";"{""text"":""here""}",black,false
-194,4,50,"{""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""extra"":[{""text"":""12-01-2021""}],""text"":""""}",black,false
-169,4,58,"{""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""extra"":[{""text"":""12-01-2021""}],""text"":""""}",black,false
-129,255,61,"{""text"":""codysmile11""}";"{""text"":""was here :)""}";"{""text"":""""}";"{""text"":""30 Sep 2023""}",black,false
-101,313,50,"{""text"":""codysmile11""}";"{""text"":""was here :)""}";"{""text"":""""}";"{""text"":""16 Oct 2023""}",black,false
-101,312,51,"{""text"":""codysmile11""}";"{""text"":""was here :)""}";"{""text"":""""}";"{""text"":""16 Oct 2023""}",black,false
-63,278,48,"{""text"":""codysmile11""}";"{""text"":""was here :)""}";"{""text"":""""}";"{""text"":""16 Oct 2023""}",black,false
-64,280,48,"{""text"":""codysmile11""}";"{""text"":""was here :)""}";"{""text"":""""}";"{""text"":""16 Oct 2023""}",black,false
-70,280,59,"{""text"":""codysmile11""}";"{""text"":""was here :)""}";"{""text"":""""}";"{""text"":""16 Oct 2023""}",black,false
-181,3,70,"{""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""extra"":[{""text"":""12-01-2021""}],""text"":""""}",black,false
-160,4,68,"{""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""extra"":[{""text"":""12-01-2021""}],""text"":""""}",black,false
-59,35,73,"{""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-64,250,78,"{""text"":""w ""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-61,133,75,"{""extra"":[{""text"":""i hate water!""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-64,71,75,"{""extra"":[{""text"":""hey""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-58,145,71,"{""text"":""codysmile11""}";"{""text"":""was here :)""}";"{""text"":""""}";"{""text"":""16 Sep 2023""}",black,false
-60,49,74,"{""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""extra"":[{""text"":""was""}],""text"":""""}",black,false
-59,215,75,"{""extra"":[{""text"":""franklyyy!""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-41,176,73,"{""extra"":[{""text"":""water-PvP is""}],""text"":""""}";"{""extra"":[{""text"":""very low!""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-25,31,79,"{""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-25,30,79,"{""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-28,4,73,"{""text"":""folow me on insta""}";"{""text"":""@sstevenn123_""}";"{""text"":""i'm really ""}";"{""text"":""handsone""}",black,false
-27,31,79,"{""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-25,33,79,"{""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-27,30,79,"{""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-25,32,79,"{""extra"":[{""text"":"" ""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-29,31,79,"{""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-27,33,79,"{""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-25,35,79,"{""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-29,30,79,"{""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-27,32,79,"{""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-25,34,79,"{""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-29,33,79,"{""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-27,35,79,"{""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-29,32,79,"{""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-27,34,79,"{""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-29,35,79,"{""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-33,1,77,"{""extra"":[{""text"":""ugorek was here?""}],""text"":""""}";"{""text"":""""}";"{""extra"":[{""text"":""23.08.11""}],""text"":""""}";"{""extra"":[{""text"":""+7 GMT""}],""text"":""""}",black,false
-29,34,79,"{""extra"":[{""text"":"" ""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-37,4,73,"{""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-38,4,74,"{""extra"":[{""text"":""u""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-14,93,77,"{""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-115,65,95,"{""extra"":[{""text"":""omg lots of air""}],""text"":""""}";"{""extra"":[{""text"":""bubbly <333""}],""text"":""""}";"{""extra"":[{""text"":""bubbles sponcor""}],""text"":""""}";"{""extra"":[{""text"":""by bunnynip117""}],""text"":""""}",black,false
-115,64,95,"{""text"":""Asqxct""}";"{""text"":""Was""}";"{""text"":""Here""}";"{""text"":""20th of Sep 2023""}",black,false
-104,34,87,"{""extra"":[{""text"":""water""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-104,162,87,"{""text"":""codysmile11""}";"{""text"":""was here :)""}";"{""text"":""""}";"{""text"":""16 Sep 2023""}",black,false
-102,167,88,"{""extra"":[{""text"":""yea""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-99,48,81,"{""extra"":[{""text"":""ninja :(""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-100,145,82,"{""extra"":[{""text"":""i need obi!""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-95,203,93,"{""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-90,212,88,"{""text"":""-=-""}";"{""text"":""IpGa13""}";"{""text"":""on Crack""}";"{""text"":""-=-""}",black,false
-103,167,88,"{""extra"":[{""text"":""fuck the ocean!""}],""text"":""""}";"{""extra"":[{""text"":"":D""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-104,168,88,"{""extra"":[{""text"":""yes""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-89,122,87,"{""extra"":[{""text"":""sponges""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-99,157,81,"{""text"":""codysmile11""}";"{""text"":""was here :)""}";"{""text"":""""}";"{""text"":""16 Sep 2023""}",black,false
-95,183,93,"{""extra"":[{""text"":""ohhh snap""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-90,194,88,"{""extra"":[{""text"":""2b""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-89,135,87,"{""extra"":[{""text"":""sponges""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-100,131,82,"{""extra"":[{""text"":""obi""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-93,161,93,"{""extra"":[{""text"":""dont grief this""}],""text"":""""}";"{""extra"":[{""text"":""wall!""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-90,107,88,"{""extra"":[{""text"":""water""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-90,76,88,"{""extra"":[{""text"":""war""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-88,214,83,"{""text"":""w""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-86,182,93,"{""extra"":[{""text"":""water""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-81,201,81,"{""extra"":[{""text"":""log4j""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-88,88,93,"{""extra"":[{""text"":""Popbob""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-78,67,93,"{""extra"":[{""text"":""is this 2b2t?""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-75,153,81,"{""text"":""codysmile11""}";"{""text"":""was here :)""}";"{""text"":""""}";"{""text"":""16 Sep 2023""}",black,false
-82,38,93,"{""extra"":[{""text"":""Obi""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-84,145,81,"{""text"":""codysmile11""}";"{""text"":""was here :)""}";"{""text"":""""}";"{""text"":""16 Sep 2023""}",black,false
-78,155,81,"{""text"":""codysmile11""}";"{""text"":""was here :)""}";"{""text"":""""}";"{""text"":""16 Sep 2023""}",black,false
-87,15,84,"{""extra"":[{""text"":""i forgot what to""}],""text"":""""}";"{""extra"":[{""text"":""say""}],""text"":""""}";"{""text"":""""}";"{""extra"":[{""text"":""-galxiiie""}],""text"":""""}",black,false
-88,46,87,"{""extra"":[{""text"":""water""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-88,150,81,"{""text"":""codysmile11""}";"{""text"":""was here :)""}";"{""text"":""""}";"{""text"":""16 Sep 2023""}",black,false
-61,29,87,"{""extra"":[{""text"":""FitMC""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-64,208,93,"{""extra"":[{""text"":""obi :D""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-59,122,87,"{""extra"":[{""text"":""2b2t""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-71,84,81,"{""extra"":[{""text"":""sponges""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-67,164,88,"{""extra"":[{""text"":""hey""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-61,75,87,"{""extra"":[{""text"":""hahahahahaha""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-59,205,87,"{""extra"":[{""text"":""Ocean!""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-66,164,88,"{""extra"":[{""text"":""hello""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-47,229,93,"{""extra"":[{""text"":""water""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-42,97,87,"{""extra"":[{""text"":""sponges""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-54,196,93,"{""extra"":[{""text"":""hey""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-48,191,87,"{""extra"":[{""text"":""obi""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-48,257,88,"{""text"":""Dream was here""}";"{""text"":""02.03 EST""}";"{""text"":""September 8th""}";"{""text"":""2023""}",black,false
-56,163,93,"{""extra"":[{""text"":""this is my base""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-45,109,81,"{""extra"":[{""text"":""i need sponges!""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-53,112,87,"{""extra"":[{""text"":""sponges""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-45,161,81,"{""extra"":[{""text"":""i need obi!""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-31,179,81,"{""extra"":[{""text"":""this sign is""}],""text"":""""}";"{""extra"":[{""text"":""secret!""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-40,204,81,"{""extra"":[{""text"":""fire""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
